"região" "ano" "pop" "faixa"
"455" "Centro-Oeste" 2011 1308285 "15-19 anos"
"456" "Norte" 2012 1704882 "15-19 anos"
"457" "Nordeste" 2012 5009009 "15-19 anos"
"458" "Sudeste" 2012 6735928 "15-19 anos"
"459" "Sul" 2012 2377704 "15-19 anos"
"460" "Centro-Oeste" 2012 1315750 "15-19 anos"
"461" "Norte" 2013 1718094 "15-19 anos"
"462" "Nordeste" 2013 4995483 "15-19 anos"
"463" "Sudeste" 2013 6743904 "15-19 anos"
"464" "Sul" 2013 2363970 "15-19 anos"
"465" "Centro-Oeste" 2013 1319936 "15-19 anos"
"466" "Norte" 2014 1727268 "15-19 anos"
"467" "Nordeste" 2014 4997624 "15-19 anos"
"468" "Sudeste" 2014 6756236 "15-19 anos"
"469" "Sul" 2014 2343120 "15-19 anos"
"470" "Centro-Oeste" 2014 1320000 "15-19 anos"
"471" "Norte" 2015 1730451 "15-19 anos"
"472" "Nordeste" 2015 5011653 "15-19 anos"
"473" "Sudeste" 2015 6769875 "15-19 anos"
"474" "Sul" 2015 2313535 "15-19 anos"
"475" "Centro-Oeste" 2015 1314686 "15-19 anos"
"476" "Norte" 2016 1744234 "15-19 anos"
"477" "Nordeste" 2016 5036886 "15-19 anos"
"478" "Sudeste" 2016 6766455 "15-19 anos"
"479" "Sul" 2016 2297302 "15-19 anos"
"480" "Centro-Oeste" 2016 1321687 "15-19 anos"
"481" "Norte" 2017 1756210 "15-19 anos"
"482" "Nordeste" 2017 5054560 "15-19 anos"
"483" "Sudeste" 2017 6737680 "15-19 anos"
"484" "Sul" 2017 2275623 "15-19 anos"
"485" "Centro-Oeste" 2017 1326025 "15-19 anos"
"486" "Norte" 2018 1766845 "15-19 anos"
"487" "Nordeste" 2018 5059879 "15-19 anos"
"488" "Sudeste" 2018 6683329 "15-19 anos"
"489" "Sul" 2018 2250698 "15-19 anos"
"490" "Centro-Oeste" 2018 1328611 "15-19 anos"
"491" "Norte" 2019 1776593 "15-19 anos"
"492" "Nordeste" 2019 5047802 "15-19 anos"
"493" "Sudeste" 2019 6603762 "15-19 anos"
"494" "Sul" 2019 2225040 "15-19 anos"
"495" "Centro-Oeste" 2019 1330536 "15-19 anos"
"496" "Norte" 2020 1787136 "15-19 anos"
"497" "Nordeste" 2020 5017493 "15-19 anos"
"498" "Sudeste" 2020 6501335 "15-19 anos"
"499" "Sul" 2020 2201765 "15-19 anos"
"500" "Centro-Oeste" 2020 1333582 "15-19 anos"
